id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,recordSecurity,securityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
184829,USU,UTC,,PreservedSpecimen,USU:UTC:34343,UTC00034343,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,"Kimberly Pierson",1995,,,,,,"Marion Ownby",,1423,1937-08-10,,1937,8,10,222,,,,"Dry meadow ",,,,,,,,,,,,Fruiting,,0,,,,,,,,,,,"United States",US,Colorado,Archuleta,,"Meadow near Archuleta Creek, Tierra Amarilla Land Grant, San Juan Mountains.",,0,,37.027777,-106.555465,,210,,,,GeoLocate,reviewed,,,,,,,,,,,"2025-04-23 02:12:04",34343,16,a446340a-defb-4661-ae56-b4bc59a2e7b0,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=184829
187225,USU,UTC,,PreservedSpecimen,USU:UTC:42557,UTC00042557,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,"Mary E. Barkworth",2012,,,,,,"Reed C. Rollins",,1461,1936-07-26,,1936,7,26,208,,,,"Open hillside",,"Bunches 2 to 8 inches in diameter",,,,,,,,,,Flowering,,0,,,,,,,,,,,"United States",US,Colorado,Boulder,,"Near Meyers gulch, about 18 mi NW of Sapinero",,0,,39.970627,-105.352833,,1091,"39° 57.470' N 105° 20.719' W",Barkworth,"Google Maps + Geolocate",GeoLocate,reviewed,"Wow - lot of searching to find the Gulch",2740,,,,,9000ft,,,,"2025-04-23 02:12:04",42557,16,5a5fc8a4-1dfe-4732-b51c-028dcfdb0d1f,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=187225
195920,USU,UTC,,PreservedSpecimen,USU:UTC:78364,UTC00078364,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,"Mary E. Barkworth",2012,,,,,,"William A. Weber",,3656,1947-08-28,,1947,8,28,240,,,,"Rocky talus  west slope ",,,,,,,,,,,,Flowering,,0,,,,,,,,,,,"United States",US,Colorado,Montrose,,"Uncompahgre Plateau; 1 mi west of Windy Point",,0,,38.457252,-108.558011,,1666,,,,GeoLocate,reviewed,,,,,,,,,,,"2025-04-23 02:12:04",78364,16,e116a6b6-ed9a-4a15-b3e9-d1fe1091112e,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=195920
199381,USU,UTC,,PreservedSpecimen,USU:UTC:92599,UTC00092599,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"LC Anderson ",,474.1,1956-07-11,,1956,7,11,193,,,,"Frequent in moist soil of meadow ",,,,,,,,,,,,,,0,,,,,,,,,,,"United States",US,Wyoming,Teton,,"12 mi E of Driggs ID; Scout Camp  btw Teton FC and Treasure Mt; btw Teton Cr and road ",,0,,43.7558333,-110.9333333,,,,,,,,,,,,,,,,,,"2025-04-23 02:12:04",92599,16,637b32ae-0e81-4e33-9fbe-c313c71d237d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=199381
200350,USU,UTC,,PreservedSpecimen,USU:UTC:97559,UTC00097559,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,"Laurel K. Andertone",2010,,,,,,"William Barmore",,s.n.,1959-10-14,,1959,10,14,287,,,,"Infrequent along trail",,,,,,,,,,,,,,0,,,,,,,,,,,"United States",US,Colorado,Moffat,,"Dinosaur N.M. ; Along trail to Harper's [Hoper's on label.Corner",,0,,40.388112,-109.01801,,16481,,Barkworth,"Google Maps+Geolocate",GeoLocate,reviewed,"midway between Dinosaur and Harpers Corner, uncertainty includes both",,,,,,,,,,"2025-04-23 02:12:04",97559,16,2be1f752-6627-4408-aeaf-df9ab3b5ba77,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=200350
205643,USU,UTC,,PreservedSpecimen,USU:UTC:113706,UTC00113706,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,"Mary E. Barkworth",2012,,,,,,"Don Lyngolds ",,56,,,,,,,,,,"Steep slopes in deep loam soil. ",,,,,,,,,,,,Fruiting,,0,,,,,,,,,,,"United States",US,Colorado,"San Miguel",,"Lizard Head Pass. ",,0,,37.810262,-107.911439,,301,,Barkworth,,GeoLocate,reviewed,"Moved to elevation",3050,,,,,10000ft,,,,"2025-04-23 02:12:04",113706,16,8f874ffe-2777-4265-a8f7-65160692fc89,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=205643
212545,USU,UTC,,PreservedSpecimen,USU:UTC:138262,UTC00138262,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"Beverly J. Albee ",,1481,1973-07-09,,1973,7,9,190,,,,"Floodplain of Little Grey's River; disturbed by man and cows ",,,,,,,,,,,,,,0,,,,,,,,,,,"United States",US,Wyoming,Lincoln,,"Skull Cr and Little Grey's River  8 mi up river from Alpine; Pine Creek Quad ",,0,,43.1530556,-110.8702778,,,,,,,,,1853,,,,,,,,,"2025-04-23 02:12:04",138262,16,c1f729b8-f9f4-4873-b9df-5eb38884a7f0,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=212545
217732,USU,UTC,,PreservedSpecimen,USU:UTC:154717,UTC00154717,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"LM Shultz; JS Shultz ",,3017,1978-08-26,,1978,8,26,238,,,,"Common in open meadow  Agropyron trachycaulum-Artemisia tridentata type ",,,,,,,,,,,,,,0,,,,,,,,,,,"United States",US,Wyoming,Lincoln,,"Bridger-Teton National Forest ; La Barge Meadows at Little Corral Cr  S of Salt River Range  31 mi W of La Barge ",,0,,42.4986111,-110.6930556,,,,,,,,,2621,,,,,,,,,"2025-04-23 02:12:04",154717,16,df79f039-0efd-49e3-86ff-80b423ec5048,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=217732
217963,USU,UTC,,PreservedSpecimen,USU:UTC:155629,UTC00155629,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"JS Shultz ",,358,1978-08-28,,1978,8,28,240,,,,"Limestone ridge with Spruce/Fir (whitebark pine below) ",,,,,,,,,,,,,,0,,,,,,,,,,,"United States",US,Wyoming,Sublette,,"Deadline Ridge; 22 airmiles SW of Big Piney  below Bald Knoll ",,0,,42.3991667,-110.4736111,,,,,,,,,3048,,,,,,,,,"2025-04-23 02:12:04",155629,16,12514813-989f-41d1-90f2-69a717b6be3e,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=217963
220174,USU,UTC,,PreservedSpecimen,USU:UTC:162576,UTC00162576,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"JS Shultz ",,677,1979-08-15,,1979,8,15,227,,,,"In deep clay soil below lodgepole and fir; w/ Geranium  Thalictrum  and Aster ",,,,,,,,,,,,,,0,,,,,,,,,,,"United States",US,Wyoming,Lincoln,,"Wyoming Range  Blind Bull Rd below Blind Bull Lake ",,0,,42.9447222,-110.6525,,,,,,,,,2316,,,,,,,,,"2025-04-23 02:12:04",162576,16,a9efce22-0c6c-40e0-b5f9-cfcdba03a56b,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=220174
225084,USU,UTC,,PreservedSpecimen,USU:UTC:177301,UTC00177301,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,"Mary E. Barkworth",2012,,,,,,"Vlad Siplivinsky ",,4824,1982-08-13,,1982,8,13,225,,,,"Northeast slope  timberline. ",,,,,,,,,,,,Flowering,,0,,,,,,,,,,,"United States",US,Colorado,"San Miguel",,"Uncompahgre National Forest ; Lone Cone. ",,0,,37.89121,-108.252812,,561,,Barkworth,,GeoLocate,reviewed,"Used elevation for guidance",3510,,,,,11520ft,,,,"2025-04-23 02:12:04",177301,16,eedb8a93-4805-4a06-8ac9-ee19a5be6a24,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=225084
227448,USU,UTC,,PreservedSpecimen,USU:UTC:184683,UTC00184683,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,"Mary E. Barkworth",2012,,,,,,"W.A. Weber","Hans Beck",16896,1983-08-01,,1983,8,1,213,,,,"Oak-sagebrush zone ",,,,,,,,,,,,Flowering,,0,,,,,,,,,,,"United States",US,Colorado,Montrose,,"Gunnison N.M. ; Black Canyon; South rim at Ranger residence and utility area",,0,,38.5752778,-107.7133333,,10000,,,,,,"The elevation shows on mountains, not in canyon",2470,,,,,8100ft,,,,"2025-04-23 02:12:04",184683,16,4933efc7-372b-4539-ba70-a4685fc88ed8,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=227448
230612,USU,UTC,,PreservedSpecimen,USU:UTC:193239,UTC00193239,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,"Betsy Neely","Assumed to be collection date",,,,,,"Betsy Neely","Alan Carpenter",2364,1984-08-10,,1984,8,10,223,,,"Used by C. Roche to illustrate Achnatherum lettermanii in FNA 24","Alpine slopes with Carex nigricans and Poa scabrella association; SE-facing slope above Missouri Basin",,,,,,,,,,,"Carex nigricans, Poa scabrella",Flowering,,0,,,,,,,,,,,"United States",US,Colorado,Chaffee,,"San Isabel National Forest ; Elkhead Pass between Missouri Mtn and Mt Belford Sawatch Range N of Continental Divide",,0,,38.95167,-106.36667,,301,"TRS: T12S R80W sec SPCO",Barkworth,,GeoLocate,reviewed,,3960,,,,,13000ft,,,,"2025-04-23 02:12:04",193239,16,9ff0b61e-41f7-44cf-a242-b70ca599f4e6,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=230612
231485,USU,UTC,,PreservedSpecimen,USU:UTC:195721,UTC00195721,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"AT Carpenter ",,85,1982-07-21,,1982,7,21,202,,,,"In drainage swale; voucher for Elokol/Sorenson Mine Ecosystem Reconstruction Project ",,,,,,,,,,,,,,0,,,,,,,,,,,"United States",US,Wyoming,Lincoln,,"Green River Basin; nr Elkol  6 airmiles SW of Kemerer ",,0,,41.7313889,-110.6447222,,,,,,,,,,,,,,,,,,"2025-04-23 02:12:04",195721,16,29c84a07-d4c3-4894-8dc4-4d083309d18d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=231485
259297,USU,UTC,,PreservedSpecimen,USU:UTC:208593,UTC00208593,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"Mary E. Barkworth; C Gilbert",,4278,1983-07-21,,1983,7,21,202,,,,"2000-2500 m. Undisturbed  east facingslope  Artemisia rigida dominant.  Stipa nelsonii Linum lewisii Calochortus nuttallii also present ",,,,,,,,,,,,,,0,,,,,,,,,,,"United States",US,Wyoming,Lincoln,,"Kemmerer Coal Mine  ca 1 mi west of Kemmerer; research plots for ecosystem reconstruction study ",,0,,41.7919444,-110.5597222,,,,,,,,,,,,,,,,,,"2025-04-23 02:12:04",208593,16,12952b30-9a0a-4261-9096-fae0a6d7ea02,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=259297
503698,CS,,,PreservedSpecimen,c84f1706-e562-4a7c-b6f7-7a3988179339,140935,57434,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"L Snyder 175",,,1936-08-15,,1936,8,15,228,,"15 Aug 1936",,"muddy Loam",,,,,,,,,,,,,,,,,1,,,,,,,,"United States",US,Colorado,"Delta County",,"Grand Mesa, Hayrack Park",,0,,39.04,-107.94,WGS84,,,,,,,,2286,,,,,7500ft.,,en,,"2017-01-16 18:09:48",39933,30,c84f1706-e562-4a7c-b6f7-7a3988179339,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503698
503699,CS,,,PreservedSpecimen,2e4e6c08-dcdf-4c6a-8364-51b7348d4ac7,140933,26108,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"D Mahaffey",,,1941-07-02,,1941,7,2,183,,"2 Jul 1941",,,,,,,,,,,,,,,,,,,1,,,,,,,,"United States",US,Colorado,"Delta County",,"Surface Ck E of Cedaredge",,0,,38.87,-107.94,WGS84,,,,,,,,1950,,,,,6398ft.,,en,,"2017-01-16 18:09:48",39931,30,2e4e6c08-dcdf-4c6a-8364-51b7348d4ac7,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503699
503700,CS,,,PreservedSpecimen,55ef30df-facb-4554-9712-4b30af41322d,140934,57481,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"V Goodwin 127",,,1936-08-21,,1936,8,21,234,,"21 Aug 1936",,"dry loamy",,,,,,,,,,,,,,,,,1,,,,,,,,"United States",US,Colorado,"Eagle County",,"Shrine Pass near Redcliff, Turkey Ck",,0,,39.54,-106.24,WGS84,,,,,,,,3048,,,,,10000ft.,,en,,"2017-01-16 18:09:48",39932,30,55ef30df-facb-4554-9712-4b30af41322d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503700
503701,CS,,,PreservedSpecimen,30244713-d175-4183-a053-d0acc22021ad,140945,67863,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"R Popp & M Waters 82-348",,,1982-07-08,,1982,7,8,189,,"8 Jul 1982",,"loam of ridgetop",,,,,,,,,,,"Artemisia, Amelanchier, Koeleria",,,,,,1,,,,,,,,"United States",US,Colorado,"Garfield County",,"2.5 mi SW of jct of Porcupine Gulch & Connley Gulch",,0,,39.65,-108.24,WGS84,,,,,,,,2598,,,,,8524ft.,,en,,"2017-01-16 18:09:34",39942,30,30244713-d175-4183-a053-d0acc22021ad,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503701
503702,CS,,,PreservedSpecimen,0f92671f-37ca-44b6-af9c-51d4da20f962,140943,66387,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"P Nicholas 206",,,1981-07-17,,1981,7,17,198,,"17 Jul 1981",,,,,,,,,,,,,,,,,,,1,,,,,,,,"United States",US,Colorado,"Garfield County",,"Main Elk Ck",,0,,39.52,-107.51,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 18:09:34",39941,30,0f92671f-37ca-44b6-af9c-51d4da20f962,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503702
503703,CS,,,PreservedSpecimen,1721c23b-403c-4fa8-8197-5804b3a37d62,140944,66325,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"Paula Nicholas",,259,1981-08-18,,1981,8,18,230,,"18 Aug 1981",,,,,,,,,,,,,,,,,,,1,,,,,,,,"United States",US,Colorado,"Garfield County",,"Wheeler Gulch E End of Roan Plateau",,0,,39.51,-108.07,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 18:09:33",8521,30,1721c23b-403c-4fa8-8197-5804b3a37d62,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503703
503704,CS,,,PreservedSpecimen,fdaa0e6d-99e8-48c2-a7d7-8d9507f8c9ee,140942,32933,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"J Langenheim 971",,,1950-08-13,,1950,8,13,225,,"13 Aug 1950",,"open meadow",,,,,,,,,,,,,,,,,1,,,,,,,,"United States",US,Colorado,"Gunnison County",,"Teocalli Mt, vicinity of Gothic",,0,,38.95,-106.99,WGS84,,,,,,,,3261,,,,,10699ft.,,en,,"2017-01-16 18:09:33",39940,30,fdaa0e6d-99e8-48c2-a7d7-8d9507f8c9ee,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503704
503705,CS,,,PreservedSpecimen,f8dc2531-bd2f-4953-9eab-51cab45fe90c,140940,42611,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"J Barrell 129-59",,,1959-08-11,,1959,8,11,223,,"11 Aug 1959",,"rocky dry S facing slope",,,,,,,,,,,,,,,,,1,,,,,,,,"United States",US,Colorado,"Gunnison County",,"above Lake Irwin, ca 7 mi W of Crested Butte",,0,,38.87,-107.1,WGS84,,,,,,,,3261,,,,,10699ft.,,en,,"2017-01-16 18:09:33",39938,30,f8dc2531-bd2f-4953-9eab-51cab45fe90c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503705
503706,CS,,,PreservedSpecimen,344fea2f-bdc0-4e8c-8913-6ce8d277a3e3,140939,42368,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"J Barrell & S Spongberg 642-62",,,1962-08-20,,1962,8,20,232,,"20 Aug 1962",,"dry gnd",,,,,,,,,,,"Festuca arizonica",,,,,,1,,,,,,,,"United States",US,Colorado,"Hinsdale County",,"along trail to Devil's Lake from Cebolla Ck Rd, ca 4 mi N of Mill Ck",,0,,38.06,-107.19,WGS84,,,,,,,,3352,,,,,10998ft.,,en,,"2017-01-16 18:09:32",39937,30,344fea2f-bdc0-4e8c-8913-6ce8d277a3e3,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503706
503707,CS,,,PreservedSpecimen,a623c996-6ff8-4cf8-ade6-1d705d56800c,140941,1798,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"C Crandall",,,1890-09-05,,1890,9,5,248,,"5 Sep 1890",,"irrigated meadow",,,,,,,,,,,,,,,,,1,,,,,,,,"United States",US,Colorado,"Jackson County",,"N Park",,0,,40.9,-106.3,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 18:09:32",39939,30,a623c996-6ff8-4cf8-ade6-1d705d56800c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503707
503708,CS,,,PreservedSpecimen,08c3980c-75ad-40ef-b686-b0f22ff812b0,140957,49821,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"C Norton BDSR-336",,,1970-07-31,,1970,7,31,212,,"31 Jul 1970",,"along stream",,,,,,,,,,,,,,,,,1,,,,,,,,"United States",US,Colorado,"Larimer County",,"Ben Delatour Scout Ranch, swale leading from base of Purgatory Rock to new lake site",,0,,40.73,-105.54,WGS84,,,,,,,,2407,,,,,7897ft.,,en,,"2017-01-16 18:09:32",39954,30,08c3980c-75ad-40ef-b686-b0f22ff812b0,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503708
503709,CS,,,PreservedSpecimen,397a3377-5146-4295-9dbc-bfc4e92a4191,140959,29682,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"J Christ 1403",,,1935-08-05,,1935,8,5,217,,"5 Aug 1935",,"high vertical cliff",,,,,,,,,,,,,,,,,1,,,,,,,,"United States",US,Colorado,"Larimer County",,"Cameron Pass",,0,,40.52,-105.89,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 18:09:32",39956,30,397a3377-5146-4295-9dbc-bfc4e92a4191,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503709
503710,CS,,,PreservedSpecimen,fc3a5955-4f9d-4b5a-b66d-a49bb459d472,140958,49084,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"R Kufeld K-118",,,1969-06-29,,1969,6,29,180,,"29 Jun 1969",,"SW slope",,,,,,,,,,,Oak,,,,,,1,,,,,,,,"United States",US,Colorado,"Mesa County",,"SW side of Hightower Mt, Buzzard Ck Drainage",,0,,39.24,-107.68,WGS84,,,,,,,,2529,,,,,8298ft.,,en,,"2017-01-16 18:09:31",39955,30,fc3a5955-4f9d-4b5a-b66d-a49bb459d472,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503710
503711,CS,,,PreservedSpecimen,c036ce74-d8f6-46cb-9967-6e7132233218,101874,65960,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Stipeae|Achnatherum,Plantae,Magnoliophyta,,Poales,Poaceae,"Achnatherum lettermanii",2133,"(Vasey) Barkworth",Achnatherum,,lettermanii,,,,,Species,,,,,,,,"D.H. Wilken",,13785,1981-08-29,,1981,8,29,241,,"29 Aug 1981",,"gravelly soil",,,,,,,,,,,Chrysothamnus,,,,,,1,,,,,,,,"United States",US,Colorado,"Mesa County",,"along Rim Drive Rd, 1.2 mi W of jct with CO Hwy 65, Grand Mesa",,0,,39.04,-108,WGS84,,,,,,,,3050,,,,,10007ft.,,en,,"2017-01-16 18:09:31",1825,30,c036ce74-d8f6-46cb-9967-6e7132233218,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=503711
